market,code,name,date,close,change_pct,cond1_ma20,cond2_kd,cond3_chips,cond4_margin_ok,cond5_breakout_vol,cond6_momentum,cond7_bollinger,checklist_count,tier,score,notes
TWSE,6205,詮欣,20260923,72.0,9.923664122137405,True,True,False,True,True,True,True,6,值得研究,72.0,站穩月線且月線向上；K由下往上轉；帶量突破近20日高且收盤站穩；MACD翻紅+RSI區間內+5日線在10日線上；站上布林上軌且上軌向上(波動擴張)
TWSE,2347,聯強,20260923,94.5,5.116796440489432,True,True,False,True,True,False,True,5,值得研究,70.0,站穩月線且月線向上；K上穿D golden cross；帶量突破近20日高且收盤站穩；站上布林上軌且上軌向上(波動擴張)
TWSE,00909,國泰數位支付服務,20260923,52.7,2.2308438409311346,True,False,False,True,True,True,True,5,值得研究,65.0,站穩月線且月線向上；帶量突破近20日高且收盤站穩；MACD翻紅+RSI區間內+5日線在10日線上；站上布林上軌且上軌向上(波動擴張)
TWSE,1102,亞泥,20260923,35.95,1.4104372355430181,True,False,False,True,True,True,True,5,值得研究,65.0,站穩月線且月線向上；帶量突破近20日高且收盤站穩；MACD翻紅+RSI區間內+5日線剛穿上10日線；站上布林上軌且上軌向上(波動擴張)
TWSE,3014,聯陽,20260923,143.0,2.877697841726619,True,True,False,True,True,False,True,5,值得研究,64.5,站穩月線且月線向上；K由下往上轉；帶量突破近20日高且收盤站穩；站上布林上軌且上軌向上(波動擴張)
TWSE,009801,中信美國創新科技,20260923,11.76,0.8576329331046313,True,False,False,True,True,False,True,4,等待確認,60.0,站穩月線且月線向上；帶量突破近20日高且收盤站穩；站上布林上軌且上軌向上(波動擴張)
TWSE,00983A,主動中信ARK創新,20260923,13.45,1.1278195488721805,True,False,False,True,True,False,True,4,等待確認,60.0,站穩月線且月線向上；帶量突破近20日高且收盤站穩；站上布林上軌且上軌向上(波動擴張)
TWSE,00989A,主動摩根美國科技,20260923,17.75,0.9670079635949945,True,False,False,True,True,False,True,4,等待確認,60.0,站穩月線且月線向上；帶量突破近20日高且收盤站穩；站上布林上軌且上軌向上(波動擴張)
TWSE,1809,中釉,20260923,41.25,1.600985221674877,True,False,False,True,True,False,True,4,等待確認,60.0,站穩月線且月線向上；帶量突破近20日高且收盤站穩；站上布林上軌且上軌向上(波動擴張)
TWSE,2104,國際中橡,20260923,11.65,9.90566037735849,True,False,False,True,True,False,True,4,等待確認,60.0,站穩月線且月線向上；帶量突破近20日高且收盤站穩；站上布林上軌且上軌向上(波動擴張)
TWSE,2342,茂矽,20260923,46.35,9.964412811387902,True,False,False,True,True,False,True,4,等待確認,60.0,站穩月線且月線向上；帶量突破近20日高且收盤站穩；站上布林上軌且上軌向上(波動擴張)
TWSE,3042,晶技,20260923,198.0,7.901907356948229,True,False,False,True,True,False,True,4,等待確認,60.0,站穩月線且月線向上；帶量突破近20日高且收盤站穩；站上布林上軌且上軌向上(波動擴張)
TWSE,00402A,主動安聯美國科技,20260923,10.08,0.8,True,False,False,True,True,False,True,4,等待確認,57.5,站穩月線且月線向上；帶量突破近20日高且收盤站穩；站上布林上軌且上軌向上(波動擴張)
TWSE,1727,中華化,20260923,116.5,9.90566037735849,True,False,False,True,True,False,True,4,等待確認,57.5,站穩月線且月線向上；帶量突破近20日高且收盤站穩；站上布林上軌且上軌向上(波動擴張)
TWSE,2241,艾姆勒,20260923,43.65,6.33373934226553,True,False,False,True,True,False,True,4,等待確認,57.5,站穩月線且月線向上；帶量突破近20日高且收盤站穩；站上布林上軌且上軌向上(波動擴張)
