market,code,name,date,close,change_pct,cond1_ma20,cond2_kd,cond3_chips,cond4_margin_ok,cond5_breakout_vol,checklist_count,tier,score,notes
TWSE,00905,FT臺灣Smart,20260901,26.78,2.1747424647081264,True,True,True,True,True,5,🔥主力觀察名單,92.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買；帶量突破近20日高且收盤站穩
TWSE,4906,正文,20260901,38.2,5.524861878453039,True,True,True,True,True,5,🔥主力觀察名單,92.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買；帶量突破近20日高且收盤站穩
TWSE,6438,迅得,20260901,156.0,5.05050505050505,True,True,True,True,True,5,🔥主力觀察名單,92.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買；帶量突破近20日高且收盤站穩
TWSE,2897,王道銀行,20260901,10.6,2.4154589371980677,True,True,True,True,True,5,🔥主力觀察名單,91.0,站穩月線且月線向上；K上穿D golden cross；外資由賣轉買；帶量突破近20日高且收盤站穩
TWSE,0051,元大中型100,20260901,147.45,1.8652849740932644,True,True,True,True,True,5,🔥主力觀察名單,86.5,站穩月線且月線向上；K由下往上轉；三大法人合計由賣轉買；帶量突破近20日高且收盤站穩
TWSE,6271,同欣電,20260901,231.0,8.962264150943396,True,True,True,True,True,5,🔥主力觀察名單,86.5,站穩月線且月線向上；K由下往上轉；三大法人合計由賣轉買；帶量突破近20日高且收盤站穩
TWSE,1532,勤美,20260901,23.2,0.8695652173913043,True,True,True,True,False,4,值得研究,89.0,站穩月線且月線向上；K上穿D golden cross；外資由賣轉買；三大法人合計由賣轉買；量增收紅但尚未突破前高
TWSE,5434,崇越,20260901,540.0,4.854368932038835,True,True,True,True,False,4,值得研究,89.0,站穩月線且月線向上；K上穿D golden cross；外資由賣轉買；三大法人合計由賣轉買；量增收紅但尚未突破前高
TWSE,6869,雲豹能源,20260901,68.0,2.1021021021021022,True,True,True,True,False,4,值得研究,89.0,站穩月線且月線向上；K上穿D golden cross；外資由賣轉買；三大法人合計由賣轉買；量增收紅但尚未突破前高
TWSE,6257,矽格,20260901,221.5,6.235011990407674,True,True,True,True,False,4,值得研究,87.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；投信連買2日+；三大法人合計由賣轉買；量增收紅但尚未突破前高
TWSE,2449,京元電子,20260901,279.0,8.560311284046692,True,False,True,True,True,4,值得研究,85.0,站穩月線且月線向上；外資由賣轉買；投信連買2日+；三大法人合計由賣轉買；帶量突破近20日高且收盤站穩
TWSE,00927,群益半導體收益,20260901,37.35,4.03899721448468,True,True,True,True,False,4,值得研究,84.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買；量增收紅但尚未突破前高
TWSE,1709,和益,20260901,36.4,8.819133034379673,True,True,True,True,False,4,值得研究,84.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買；量增收紅但尚未突破前高
TWSE,2330,台積電,20260901,2440.0,1.4553014553014554,True,True,True,True,False,4,值得研究,84.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買；量增收紅但尚未突破前高
TWSE,2542,興富發,20260901,47.9,2.679528403001072,True,True,True,True,False,4,值得研究,84.5,站穩月線且月線向上；K由下往上轉；投信連買2日+；三大法人合計由賣轉買；量增收紅但尚未突破前高
TWSE,3013,晟銘電,20260901,92.4,5.479452054794519,True,True,True,True,False,4,值得研究,84.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買；量增收紅但尚未突破前高
TWSE,3055,蔚華科,20260901,129.5,7.468879668049793,True,True,True,True,False,4,值得研究,84.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買；量增收紅但尚未突破前高
TWSE,6196,帆宣,20260901,507.0,4.536082474226804,True,True,True,True,False,4,值得研究,84.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買；量增收紅但尚未突破前高
TWSE,6197,佳必琪,20260901,317.0,4.793388429752066,True,True,True,True,False,4,值得研究,84.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買；量增收紅但尚未突破前高
TWSE,00400A,主動國泰動能高息,20260901,15.37,2.6034712950600802,True,False,True,True,True,4,值得研究,82.0,站穩月線且月線向上；外資由賣轉買；三大法人合計由賣轉買；帶量突破近20日高且收盤站穩
TWSE,00401A,主動摩根台灣鑫收,20260901,14.19,3.350327749453751,True,False,True,True,True,4,值得研究,82.0,站穩月線且月線向上；外資由賣轉買；三大法人合計由賣轉買；帶量突破近20日高且收盤站穩
TWSE,0052,富邦科技,20260901,63.05,1.9401778496362168,True,False,True,True,True,4,值得研究,82.0,站穩月線且月線向上；外資由賣轉買；三大法人合計由賣轉買；帶量突破近20日高且收盤站穩
TWSE,006208,富邦台50,20260901,248.35,2.243721696171264,True,False,True,True,True,4,值得研究,82.0,站穩月線且月線向上；外資由賣轉買；三大法人合計由賣轉買；帶量突破近20日高且收盤站穩
TWSE,00631L,元大台灣50正2,20260901,37.26,4.0201005025125625,True,False,True,True,True,4,值得研究,82.0,站穩月線且月線向上；外資由賣轉買；三大法人合計由賣轉買；帶量突破近20日高且收盤站穩
TWSE,00675L,富邦臺灣加權正2,20260901,327.35,4.55126157777068,True,False,True,True,True,4,值得研究,82.0,站穩月線且月線向上；外資由賣轉買；三大法人合計由賣轉買；帶量突破近20日高且收盤站穩
TWSE,00685L,群益臺灣加權正2,20260901,12.31,4.145516074450085,True,False,True,True,True,4,值得研究,82.0,站穩月線且月線向上；外資由賣轉買；三大法人合計由賣轉買；帶量突破近20日高且收盤站穩
TWSE,00896,中信綠能及電動車,20260901,28.52,1.6031350195938723,True,False,True,True,True,4,值得研究,82.0,站穩月線且月線向上；外資由賣轉買；三大法人合計由賣轉買；帶量突破近20日高且收盤站穩
TWSE,00934,中信成長高股息,20260901,30.82,3.422818791946309,True,False,True,True,True,4,值得研究,82.0,站穩月線且月線向上；外資由賣轉買；三大法人合計由賣轉買；帶量突破近20日高且收盤站穩
TWSE,009816,凱基台灣TOP50,20260901,15.89,2.120822622107969,True,False,True,True,True,4,值得研究,82.0,站穩月線且月線向上；外資由賣轉買；三大法人合計由賣轉買；帶量突破近20日高且收盤站穩
TWSE,3706,神達,20260901,95.7,3.4594594594594597,True,False,True,True,True,4,值得研究,82.0,站穩月線且月線向上；外資由賣轉買；投信連買2日+；帶量突破近20日高且收盤站穩
TWSE,3715,定穎投控,20260901,132.5,9.95850622406639,True,False,True,True,True,4,值得研究,82.0,站穩月線且月線向上；外資由賣轉買；三大法人合計由賣轉買；帶量突破近20日高且收盤站穩
TWSE,1103,嘉泥,20260901,13.25,0.37878787878787884,True,True,True,True,False,4,值得研究,81.0,站穩月線且月線向上；K上穿D golden cross；外資由賣轉買；三大法人合計由賣轉買；⚠️爆量但留長上影線
TWSE,3189,景碩,20260901,874.0,6.715506715506716,True,True,True,True,False,4,值得研究,81.0,站穩月線且月線向上；K上穿D golden cross；外資由賣轉買；三大法人合計由賣轉買；⚠️爆量但留長上影線
TWSE,3532,台勝科,20260901,402.0,6.068601583113456,True,True,True,True,False,4,值得研究,80.0,站穩月線且月線向上；K上穿D golden cross；外資由賣轉買；投信連買2日+；三大法人合計由賣轉買
TWSE,00736,國泰新興市場,20260901,31.77,0.3474415666456096,True,True,True,True,False,4,值得研究,78.5,站穩月線且月線向上；K由下往上轉；三大法人合計由賣轉買；量增收紅但尚未突破前高
TWSE,00904,台新臺灣半導體30,20260901,41.29,3.354192740926158,True,True,True,True,False,4,值得研究,78.5,站穩月線且月線向上；K由下往上轉；三大法人合計由賣轉買；量增收紅但尚未突破前高
TWSE,1419,新紡,20260901,67.2,2.28310502283105,True,True,True,True,False,4,值得研究,77.5,站上月線；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買；量增收紅但尚未突破前高
TWSE,1604,聲寶,20260901,23.3,0.21505376344086022,True,True,True,True,False,4,值得研究,77.5,站上月線；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買；量增收紅但尚未突破前高
TWSE,1101,台泥,20260901,25.3,3.6885245901639343,True,True,True,True,False,4,值得研究,77.0,站穩月線且月線向上；K上穿D golden cross；外資由賣轉買；三大法人合計由賣轉買
TWSE,1315,達新,20260901,66.1,0.15151515151515152,True,True,True,True,False,4,值得研究,77.0,站穩月線且月線向上；K上穿D golden cross；外資由賣轉買；三大法人合計由賣轉買
TWSE,1503,士電,20260901,208.5,4.25,True,True,True,True,False,4,值得研究,77.0,站穩月線且月線向上；K上穿D golden cross；外資由賣轉買；三大法人合計由賣轉買
TWSE,1504,東元,20260901,73.5,1.3793103448275863,True,True,True,True,False,4,值得研究,77.0,站穩月線且月線向上；K上穿D golden cross；外資由賣轉買；三大法人合計由賣轉買
TWSE,1519,華城,20260901,761.0,4.38957475994513,True,True,True,True,False,4,值得研究,77.0,站穩月線且月線向上；K上穿D golden cross；外資由賣轉買；三大法人合計由賣轉買
TWSE,1568,倉佑,20260901,29.2,1.7421602787456445,True,True,True,True,False,4,值得研究,77.0,站穩月線且月線向上；K上穿D golden cross；外資由賣轉買；三大法人合計由賣轉買
TWSE,2607,榮運,20260901,53.6,1.7077798861480076,True,True,True,True,False,4,值得研究,77.0,站穩月線且月線向上；K上穿D golden cross；外資由賣轉買；三大法人合計由賣轉買
TWSE,9902,台火,20260901,13.8,0.7299270072992701,True,True,True,True,False,4,值得研究,77.0,站穩月線且月線向上；K上穿D golden cross；外資由賣轉買；三大法人合計由賣轉買
TWSE,00972,野村日本動能高息,20260901,22.09,0.0,True,True,True,True,False,4,值得研究,76.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買；⚠️爆量但留長上影線
TWSE,3035,智原,20260901,183.5,4.857142857142857,True,True,True,True,False,4,值得研究,76.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買；⚠️爆量但留長上影線
TWSE,6657,華安,20260901,30.6,2.341137123745819,True,True,True,True,False,4,值得研究,76.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買；⚠️爆量但留長上影線
TWSE,7631,聚賢研發-創,20260901,147.0,2.083333333333333,True,True,True,True,False,4,值得研究,76.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買；⚠️爆量但留長上影線
TWSE,00404A,主動聯博動能50,20260901,9.86,2.7083333333333335,True,False,True,True,True,4,值得研究,76.0,站穩月線且月線向上；外資由賣轉買；帶量突破近20日高且收盤站穩
TWSE,00693U,期街口S&P黃豆,20260901,23.64,0.8102345415778253,True,False,True,True,True,4,值得研究,76.0,站穩月線且月線向上；外資由賣轉買；帶量突破近20日高且收盤站穩
TWSE,00912,中信臺灣智慧50,20260901,35.24,1.5561959654178674,True,False,True,True,True,4,值得研究,76.0,站穩月線且月線向上；三大法人合計由賣轉買；帶量突破近20日高且收盤站穩
TWSE,009802,富邦旗艦50,20260901,20.49,5.891472868217054,True,False,True,True,True,4,值得研究,76.0,站穩月線且月線向上；外資由賣轉買；帶量突破近20日高且收盤站穩
TWSE,009803,玉山市值動能50,20260901,22.25,2.5345622119815667,True,False,True,True,True,4,值得研究,76.0,站穩月線且月線向上；三大法人合計由賣轉買；帶量突破近20日高且收盤站穩
TWSE,009804,聯邦台精彩50,20260901,23.11,2.483370288248337,True,False,True,True,True,4,值得研究,76.0,站穩月線且月線向上；三大法人合計由賣轉買；帶量突破近20日高且收盤站穩
TWSE,00999A,主動野村臺灣高息,20260901,11.62,1.7513134851138354,True,False,True,True,True,4,值得研究,76.0,站穩月線且月線向上；外資由賣轉買；帶量突破近20日高且收盤站穩
TWSE,1717,長興,20260901,84.7,2.666666666666667,True,False,True,True,True,4,值得研究,76.0,站穩月線且月線向上；投信連買2日+；帶量突破近20日高且收盤站穩
TWSE,2395,研華,20260901,711.0,5.022156573116692,True,False,True,True,True,4,值得研究,76.0,站穩月線且月線向上；投信連買2日+；帶量突破近20日高且收盤站穩
TWSE,2455,全新,20260901,524.0,9.853249475890985,True,False,True,True,True,4,值得研究,76.0,站穩月線且月線向上；投信連買2日+；帶量突破近20日高且收盤站穩
TWSE,2855,統一證,20260901,50.0,0.9081735620585267,True,False,True,True,True,4,值得研究,76.0,站穩月線且月線向上；投信連買2日+；帶量突破近20日高且收盤站穩
TWSE,5292,華懋,20260901,241.0,9.79498861047836,True,False,True,True,True,4,值得研究,76.0,站穩月線且月線向上；三大法人合計由賣轉買；帶量突破近20日高且收盤站穩
TWSE,6505,台塑化,20260901,76.7,4.35374149659864,True,False,True,True,True,4,值得研究,76.0,站穩月線且月線向上；投信連買2日+；帶量突破近20日高且收盤站穩
TWSE,6789,采鈺,20260901,490.0,4.81283422459893,True,False,True,True,True,4,值得研究,76.0,站穩月線且月線向上；三大法人合計由賣轉買；帶量突破近20日高且收盤站穩
TWSE,5269,祥碩,20260901,1470.0,3.1578947368421053,True,True,True,True,False,4,值得研究,75.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；投信連買2日+；三大法人合計由賣轉買
TWSE,5876,上海商銀,20260901,44.5,3.7296037296037294,True,True,True,True,False,4,值得研究,75.0,剛站回月線(觀察)；K上穿D golden cross；外資由賣轉買；三大法人合計由賣轉買；量增收紅但尚未突破前高
TWSE,00733,富邦臺灣中小,20260901,68.0,1.7202692595362754,True,True,True,True,False,4,值得研究,72.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買
TWSE,00985A,主動野村台灣50,20260901,23.5,2.2628372497824194,True,True,True,True,False,4,值得研究,72.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買
TWSE,1102,亞泥,20260901,35.15,1.7366136034732274,True,True,True,True,False,4,值得研究,72.5,站穩月線且月線向上；K由下往上轉；投信連買2日+；三大法人合計由賣轉買
TWSE,1597,直得,20260901,144.5,4.332129963898916,True,True,True,True,False,4,值得研究,72.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買
TWSE,2013,中鋼構,20260901,41.8,0.8443908323281062,True,True,True,True,False,4,值得研究,72.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買
TWSE,2027,大成鋼,20260901,49.8,2.0491803278688527,True,True,True,True,False,4,值得研究,72.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；投信連買2日+
TWSE,2428,興勤,20260901,256.0,1.5873015873015872,True,True,True,True,False,4,值得研究,72.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買
TWSE,2603,長榮,20260901,238.0,1.9271948608137044,True,True,True,True,False,4,值得研究,72.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買
TWSE,3583,辛耘,20260901,773.0,6.767955801104971,True,True,True,True,False,4,值得研究,72.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買
TWSE,3711,日月光投控,20260901,610.0,4.4520547945205475,True,True,True,True,False,4,值得研究,72.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買
TWSE,3714,富采,20260901,62.5,1.461038961038961,True,True,True,True,False,4,值得研究,72.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買
TWSE,4755,三福化,20260901,120.0,1.694915254237288,True,True,True,True,False,4,值得研究,72.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買
TWSE,4766,南寶,20260901,350.0,1.4492753623188406,True,True,True,True,False,4,值得研究,72.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買
TWSE,4927,泰鼎-KY,20260901,41.75,3.4696406443618337,True,True,True,True,False,4,值得研究,72.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買
TWSE,6239,力成,20260901,284.0,2.527075812274368,True,True,True,True,False,4,值得研究,72.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買
TWSE,6405,悅城,20260901,40.65,4.23076923076923,True,True,True,True,False,4,值得研究,72.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買
TWSE,6525,捷敏-KY,20260901,143.0,2.5089605734767026,True,True,True,True,False,4,值得研究,72.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買
TWSE,6885,全福生技,20260901,23.35,1.0822510822510822,True,True,True,True,False,4,值得研究,72.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買
TWSE,6909,創控,20260901,41.15,0.857843137254902,True,True,True,True,False,4,值得研究,72.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買
TWSE,6924,榮惠-KY創,20260901,114.5,2.232142857142857,True,True,True,True,False,4,值得研究,72.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買
TWSE,7795,長廣,20260901,538.0,5.905511811023622,True,True,True,True,False,4,值得研究,72.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買
TWSE,8438,昶昕,20260901,72.1,0.5578800557880057,True,True,True,True,False,4,值得研究,72.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買
TWSE,8473,山林水,20260901,46.3,0.8714596949891068,True,True,True,True,False,4,值得研究,72.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買
TWSE,9907,統一實,20260901,15.45,1.3114754098360655,True,True,True,True,False,4,值得研究,72.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買
TWSE,00715L,期街口布蘭特正2,20260901,52.25,1.0638297872340425,True,True,True,True,False,4,值得研究,71.0,站穩月線且月線向上；K上穿D golden cross；三大法人合計由賣轉買
TWSE,1319,東陽,20260901,83.2,0.7263922518159804,True,True,True,True,False,4,值得研究,71.0,站穩月線且月線向上；K上穿D golden cross；投信連買2日+
TWSE,1712,興農,20260901,40.15,0.5006257822277849,True,True,True,True,False,4,值得研究,71.0,站穩月線且月線向上；K上穿D golden cross；三大法人合計由賣轉買
TWSE,4551,智伸科,20260901,167.5,5.015673981191222,True,True,True,True,False,4,值得研究,70.5,站穩月線且月線向上；K由下往上轉；三大法人合計由賣轉買；⚠️爆量但留長上影線
TWSE,6005,群益證,20260901,32.05,3.387096774193549,True,True,True,True,False,4,值得研究,70.5,剛站回月線(觀察)；K由下往上轉；外資由賣轉買；三大法人合計由賣轉買；量增收紅但尚未突破前高
TWSE,2897B,王道銀乙特,20260901,11.6,0.8695652173913043,True,True,False,True,True,4,值得研究,70.0,站穩月線且月線向上；K上穿D golden cross；帶量突破近20日高且收盤站穩
TWSE,4438,廣越,20260901,60.8,2.5295109612141653,True,True,True,True,False,4,值得研究,67.0,剛站回月線(觀察)；K上穿D golden cross；外資由賣轉買；三大法人合計由賣轉買；⚠️爆量但留長上影線
TWSE,0053,元大電子,20260901,246.35,2.4537325847369518,True,True,True,True,False,4,值得研究,66.5,站穩月線且月線向上；K由下往上轉；三大法人合計由賣轉買
TWSE,0057,富邦摩台,20260901,322.65,1.910928616550853,True,True,True,True,False,4,值得研究,66.5,站穩月線且月線向上；K由下往上轉；三大法人合計由賣轉買
TWSE,00907,永豐優息存股,20260901,17.4,0.8111239860950175,True,True,True,True,False,4,值得研究,66.5,站穩月線且月線向上；K由下往上轉；外資由賣轉買
TWSE,00956,中信日經高股息,20260901,13.56,1.4970059880239521,True,True,True,True,False,4,值得研究,66.5,站穩月線且月線向上；K由下往上轉；三大法人合計由賣轉買
TWSE,1341,富林-KY,20260901,59.6,-0.33444816053511706,True,True,True,True,False,4,值得研究,66.5,站穩月線且月線向上；K由下往上轉；三大法人合計由賣轉買
TWSE,2379,瑞昱,20260901,744.0,3.19001386962552,True,True,True,True,False,4,值得研究,66.5,站穩月線且月線向上；K由下往上轉；投信連買2日+
TWSE,3034,聯詠,20260901,552.0,2.2222222222222223,True,True,True,True,False,4,值得研究,66.5,站穩月線且月線向上；K由下往上轉；投信連買2日+
TWSE,9933,中鼎,20260901,41.0,1.2345679012345678,True,True,True,True,False,4,值得研究,66.5,站穩月線且月線向上；K由下往上轉；三大法人合計由賣轉買
TWSE,020039,元大加權N,20260901,15.0,2.669404517453799,True,True,False,True,True,4,值得研究,65.5,站穩月線且月線向上；K由下往上轉；帶量突破近20日高且收盤站穩
